identity/LineItemId,identity/TimeInterval,bill/InvoiceId,bill/InvoicingEntity,bill/BillingEntity,bill/BillType,bill/PayerAccountId,bill/BillingPeriodStartDate,bill/BillingPeriodEndDate,lineItem/UsageAccountId,lineItem/LineItemType,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/AvailabilityZone,lineItem/ResourceId,lineItem/UsageAmount,lineItem/NormalizationFactor,lineItem/NormalizedUsageAmount,lineItem/CurrencyCode,lineItem/UnblendedRate,lineItem/UnblendedCost,lineItem/BlendedRate,lineItem/BlendedCost,lineItem/LineItemDescription,lineItem/TaxType,lineItem/LegalEntity,product/ProductName,product/alarmType,product/architecture,product/availability,product/availabilityZone,product/capacitystatus,product/classicnetworkingsupport,product/clockSpeed,product/cloudformationresourceProvider,product/computeFamily,product/computeType,product/contentType,product/currentGeneration,product/databaseEngine,product/dedicatedEbsThroughput,product/dedicatedEbsThroughputDescription,product/deploymentOption,product/description,product/durability,product/ecu,product/endpointType,product/engineCode,product/enhancedNetworkingSupported,product/feature,product/feeCode,product/feeDescription,product/fromLocation,product/fromLocationType,product/fromRegionCode,product/gpuMemory,product/group,product/groupDescription,product/inferenceType,product/instanceFamily,product/instanceType,product/instanceTypeFamily,product/intelAvx2Available,product/intelAvxAvailable,product/intelTurboAvailable,product/licenseModel,product/location,product/locationType,product/logsDestination,product/marketoption,product/maxIopsvolume,product/maxThroughputvolume,product/maxVolumeSize,product/memory,product/messageDeliveryFrequency,product/messageDeliveryOrder,product/minVolumeSize,product/model,product/networkPerformance,product/normalizationSizeFactor,product/operatingSystem,product/operation,product/origin,product/physicalProcessor,product/preInstalledSw,product/processorArchitecture,product/processorFeatures,product/productFamily,product/provider,product/queueType,product/recipient,product/region,product/regionCode,product/requestDescription,product/requestType,product/routingTarget,product/routingType,product/servicecode,product/servicename,product/sku,product/storage,product/storageClass,product/storageMedia,product/storageType,product/tenancy,product/toLocation,product/toLocationType,product/toRegionCode,product/transferType,product/unbundledLicensing,product/usagetype,product/vcpu,product/version,product/volumeApiName,product/volumeType,product/vpcnetworkingsupport,pricing/RateCode,pricing/RateId,pricing/currency,pricing/publicOnDemandCost,pricing/publicOnDemandRate,pricing/term,pricing/unit,reservation/AmortizedUpfrontCostForUsage,reservation/AmortizedUpfrontFeeForBillingPeriod,reservation/EffectiveCost,reservation/EndTime,reservation/ModificationStatus,reservation/NormalizedUnitsPerReservation,reservation/NumberOfReservations,reservation/RecurringFeeForUsage,reservation/StartTime,reservation/SubscriptionId,reservation/TotalReservedNormalizedUnits,reservation/TotalReservedUnits,reservation/UnitsPerReservation,reservation/UnusedAmortizedUpfrontFeeForBillingPeriod,reservation/UnusedNormalizedUnitQuantity,reservation/UnusedQuantity,reservation/UnusedRecurringFee,reservation/UpfrontValue,savingsPlan/TotalCommitmentToDate,savingsPlan/SavingsPlanARN,savingsPlan/SavingsPlanRate,savingsPlan/UsedCommitment,savingsPlan/SavingsPlanEffectiveCost,savingsPlan/AmortizedUpfrontCommitmentForBillingPeriod,savingsPlan/RecurringCommitmentForBillingPeriod
bm6tyovk6upevykitydldsf3mhpt4qquiisbq3qpvk2n3gbenyba,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Tax,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,AWSDataTransfer,USW2-DataTransfer-Regional-Bytes,,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AWSDataTransfer usage type USW2-DataTransfer-Regional-Bytes,USSalesTax,"Amazon Web Services, Inc.",AWS Data Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ojyfmrxnaqioq2djabcnvvmdgpbfeiq6k53ei3myv2y2z4j6mt6a,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Tax,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,AWSSecretsManager,USW2-AWSSecretsManager-Secrets,,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AWSSecretsManager usage type USW2-AWSSecretsManager-Secrets,USSalesTax,"Amazon Web Services, Inc.",AWS Secrets Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvzumiiap4r3jwgbnagdcapyemowpuibjiyw2uqgxd6b5klxi7sa,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Tax,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,AWSSecretsManager,USW2-AWSSecretsManagerAPIRequest,,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AWSSecretsManager usage type USW2-AWSSecretsManagerAPIRequest,USSalesTax,"Amazon Web Services, Inc.",AWS Secrets Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vxvmkvzzxiwiafvvizsjltwwt4gg7nyhlgsp7iwn6a4nzmwauk7a,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Tax,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,awswaf,Global-RequestV2-Tier1,,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code awswaf usage type Global-RequestV2-Tier1,USSalesTax,"Amazon Web Services, Inc.",AWS WAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hjhkiqfivj7f4v76r2hhgeblb57bu2oymccwec3jrvrkvcfwsola,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Tax,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,awswaf,Global-RuleV2,,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code awswaf usage type Global-RuleV2,USSalesTax,"Amazon Web Services, Inc.",AWS WAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cox47yq2zc3pgt5jq6gyiteitstdha7lc2u6vwkrqnolcgfvedsa,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Tax,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,awswaf,Global-WebACLV2,,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code awswaf usage type Global-WebACLV2,USSalesTax,"Amazon Web Services, Inc.",AWS WAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
im2lptime3jhvux7b7ewjzjapluajqzm6smsdear3264i5rponuq,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Tax,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,AmazonEC2,EBS:SnapshotUsage,,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonEC2 usage type EBS:SnapshotUsage,USSalesTax,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5bmhmyxau45jkd7pnyupgd2t6owy7n5x5io7xtgklxpvgmgitha,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Tax,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,AmazonEC2,USW2-BoxUsage:t3.medium,RunInstances,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonEC2 usage type USW2-BoxUsage:t3.medium operation RunInstances,USSalesTax,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2wjohm5ve2q2bvhqfagb7eh4ra7xnlnhbssgzih6die2oantdmaa,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Tax,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,AmazonEC2,USW2-BoxUsage:t3.nano,RunInstances,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonEC2 usage type USW2-BoxUsage:t3.nano operation RunInstances,USSalesTax,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pzxz4wouthjv3cymreyyuwmh2nmxgdziv6d2ypfmjmh6nnh57h5a,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Tax,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,AmazonEC2,USW2-BoxUsage:t3.small,RunInstances,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonEC2 usage type USW2-BoxUsage:t3.small operation RunInstances,USSalesTax,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
by5bvu5eua6swd7zq6c7hk34pwrmc5saisovez5um7xxn2xkmzdq,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Tax,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,AmazonEC2,USW2-BoxUsage:t4g.micro,RunInstances,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonEC2 usage type USW2-BoxUsage:t4g.micro operation RunInstances,USSalesTax,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3xpjeyv5n22db33bspilap5flkme3irxye5booobw7g2hikisyaa,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Tax,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,AmazonEC2,USW2-EBS:SnapshotUsage,,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonEC2 usage type USW2-EBS:SnapshotUsage,USSalesTax,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e64rqkhd2ir7zvf6ceivzmp2henfuj3kasfqqqerxrobzrefkezq,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Tax,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,AmazonGuardDuty,USW2-PaidEventsAnalyzed,,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonGuardDuty usage type USW2-PaidEventsAnalyzed,USSalesTax,"Amazon Web Services, Inc.",Amazon GuardDuty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nn4inskwzu5armagjzg2ceyfexcholaqz4mwaweod3rpn6jxuvlq,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Tax,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,AmazonGuardDuty,USW2-PaidEventsAnalyzed-Bytes,,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonGuardDuty usage type USW2-PaidEventsAnalyzed-Bytes,USSalesTax,"Amazon Web Services, Inc.",Amazon GuardDuty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tkuqmwa5dmw3f35scz33ga3bbij3a63uykduheyeydfo3qceod3a,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Tax,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,AmazonRDS,USW2-Multi-AZUsage:db.t4g.large,CreateDBInstance:0014,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonRDS usage type USW2-Multi-AZUsage:db.t4g.large operation CreateDBInstance:0014,USSalesTax,"Amazon Web Services, Inc.",Amazon Relational Database Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5btkxjtcmmdn736afmwlmhsya4wtifxi2qtdmw4ftpm4quw5b5yq,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Tax,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,AmazonRDS,USW2-RDS:ChargedBackupUsage,CreateDBInstance:0014,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonRDS usage type USW2-RDS:ChargedBackupUsage operation CreateDBInstance:0014,USSalesTax,"Amazon Web Services, Inc.",Amazon Relational Database Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skvh2vosluemczjfzwkimyg776jzijagmlsaqylggu7akj3ncqjq,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Tax,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,AmazonRDS,USW2-RDS:Multi-AZ-GP2-Storage,CreateDBInstance:0014,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonRDS usage type USW2-RDS:Multi-AZ-GP2-Storage operation CreateDBInstance:0014,USSalesTax,"Amazon Web Services, Inc.",Amazon Relational Database Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3s6b6cyt32h4c4ozspbnbajb33yymamllnqpdjxca4pq6zqbyga,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Tax,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,AmazonRoute53,HostedZone,,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonRoute53 usage type HostedZone,USSalesTax,"Amazon Web Services, Inc.",Amazon Route 53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qe6y2c2ccbgib7zyt6pmvs63ntrq44rgiyq2rigbvgcwq4wihm2a,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Tax,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,AmazonVPC,USW2-PublicIPv4:InUseAddress,,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonVPC usage type USW2-PublicIPv4:InUseAddress,USSalesTax,"Amazon Web Services, Inc.",Amazon Virtual Private Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aun4opwhjrqk2fehkavdysgvbxnmsfexzlrnexlbklwyccsk5dvq,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Tax,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,CodeBuild,USW2-Build-Min:Linux:g1.medium,,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code CodeBuild usage type USW2-Build-Min:Linux:g1.medium,USSalesTax,"Amazon Web Services, Inc.",CodeBuild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ync4iwiooyxktrdxqsee4v6f26yz2v36oa6c7kkck6psfnp3xvna,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Usage,2026-02-01T00:00:00Z,2026-02-02T11:00:00Z,AWSELB,USW2-LCUUsage,LoadBalancing:Application,,arn:aws:elasticloadbalancing:us-west-2:353545917793:loadbalancer/app/ApplicatonLB-Dev/1e9a504c1888a0ba,2.3603656578,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.0 per used Application load balancer capacity unit-hour (or partial hour) under monthly free tier,,"Amazon Web Services, Inc.",Elastic Load Balancing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELB:Balancing,Used Application Load Balancer capacity units-hr,,,,,,,,,US West (Oregon),AWS Region,,,,,,,,,,,,,,LoadBalancing:Application,,,,,,Load Balancer-Application,,,,us-west-2,us-west-2,,,,,AWSELB,Elastic Load Balancing,2ETY8Y426S4237JU,,,,,,,,,,,USW2-LCUUsage,,,,,,2ETY8Y426S4237JU.A429C66SYZ.6YS6EN2CT7,281317888572,USD,0.0188829253,0.0080000000,,LCU-Hrs,,,,,,,,,,21100991925,,,,,,,,,,,,,,,
ixcvdldpqxui2adhnkmxzrg4a3tokhidici3q7gylaaybagmv7uq,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Usage,2026-02-02T06:00:00Z,2026-02-02T07:00:00Z,AmazonCloudFront,ME-DataTransfer-Out-OBytes,POST,,arn:aws:cloudfront::353545917793:distribution/E1Z9OJCLDPJYZR,0.0000305846,,,USD,0.0600000000,0.0000018351,0.0600000000,0.0000018351,$0.060 per GB - All data transfer out to Origin (Middle East),,"Amazon Web Services, Inc.",Amazon CloudFront,,,,,,,,,,,,,,,,,,,,,,,,,,Middle East,AWS Edge Location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,,,me-south-1,,,,,,AmazonCloudFront,Amazon CloudFront,2RU96X5GXXQ62U7Q,,,,,,Data Origin,Other,,CloudFront to Origin,,ME-DataTransfer-Out-OBytes,,,,,,2RU96X5GXXQ62U7Q.JRTCKXETXF.6YS6EN2CT7,165482683320,USD,0.0000018351,0.0600000000,OnDemand,GB,,,,,,,,,,21100991767,,,,,,,,,,,,,,,
d6q3fzumqlzouyej7jq2cf772v4skdrhlfetcnx2rq2bxo2xoaia,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Usage,2026-02-02T04:00:00Z,2026-02-02T08:00:00Z,AmazonCloudFront,ME-DataTransfer-Out-OBytes,POST,,arn:aws:cloudfront::353545917793:distribution/E2EBT3OOYZBXXH,0.0000290302,,,USD,0.0600000000,0.0000017418,0.0600000000,0.0000017418,$0.060 per GB - All data transfer out to Origin (Middle East),,"Amazon Web Services, Inc.",Amazon CloudFront,,,,,,,,,,,,,,,,,,,,,,,,,,Middle East,AWS Edge Location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,,,me-south-1,,,,,,AmazonCloudFront,Amazon CloudFront,2RU96X5GXXQ62U7Q,,,,,,Data Origin,Other,,CloudFront to Origin,,ME-DataTransfer-Out-OBytes,,,,,,2RU96X5GXXQ62U7Q.JRTCKXETXF.6YS6EN2CT7,165482683320,USD,0.0000017418,0.0600000000,OnDemand,GB,,,,,,,,,,21100991767,,,,,,,,,,,,,,,
6masnrem2dhrmabwdsysumh2dbxc5x6rzfq7rp2mk5dv7ykgdw2q,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Usage,2026-02-01T03:00:00Z,2026-02-02T10:00:00Z,AmazonCloudFront,ME-DataTransfer-Out-OBytes,POST,,arn:aws:cloudfront::353545917793:distribution/E3IJX9IUF6SHIC,0.0506496189,,,USD,0.0600000000,0.0030389772,0.0600000000,0.0030389772,$0.060 per GB - All data transfer out to Origin (Middle East),,"Amazon Web Services, Inc.",Amazon CloudFront,,,,,,,,,,,,,,,,,,,,,,,,,,Middle East,AWS Edge Location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,,,me-south-1,,,,,,AmazonCloudFront,Amazon CloudFront,2RU96X5GXXQ62U7Q,,,,,,Data Origin,Other,,CloudFront to Origin,,ME-DataTransfer-Out-OBytes,,,,,,2RU96X5GXXQ62U7Q.JRTCKXETXF.6YS6EN2CT7,165482683320,USD,0.0030389771,0.0600000000,OnDemand,GB,,,,,,,,,,21100991767,,,,,,,,,,,,,,,
fpr5vhu3pdyeqwxdaimc44uuxdmf3cxl65x3atabljkscyw6nmoa,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Usage,2026-02-01T04:00:00Z,2026-02-02T10:00:00Z,AmazonCloudFront,ME-DataTransfer-Out-OBytes,POST,,arn:aws:cloudfront::353545917793:distribution/E3LQ4K487Q3OU4,0.0085850023,,,USD,0.0600000000,0.0005151001,0.0600000000,0.0005151001,$0.060 per GB - All data transfer out to Origin (Middle East),,"Amazon Web Services, Inc.",Amazon CloudFront,,,,,,,,,,,,,,,,,,,,,,,,,,Middle East,AWS Edge Location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,,,me-south-1,,,,,,AmazonCloudFront,Amazon CloudFront,2RU96X5GXXQ62U7Q,,,,,,Data Origin,Other,,CloudFront to Origin,,ME-DataTransfer-Out-OBytes,,,,,,2RU96X5GXXQ62U7Q.JRTCKXETXF.6YS6EN2CT7,165482683320,USD,0.0005151001,0.0600000000,OnDemand,GB,,,,,,,,,,21100991767,,,,,,,,,,,,,,,
pwe2a7lcixp64bgtl7eeiql5ozvcn6v2rqv4cxztf5zpbg646ywa,2026-02-01T00:00:00Z/2026-03-01T00:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,595673262386,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,353545917793,Usage,2026-02-01T20:00:00Z,2026-02-02T10:00:00Z,AmazonCloudFront,ME-DataTransfer-Out-OBytes,POST,,arn:aws:cloudfront::353545917793:distribution/E8VGZ28EBD02E,0.0000895373,,,USD,0.0600000000,0.0000053723,0.0600000000,0.0000053723,$0.060 per GB - All data transfer out to Origin (Middle East),,"Amazon Web Services, Inc.",Amazon CloudFront,,,,,,,,,,,,,,,,,,,,,,,,,,Middle East,AWS Edge Location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,,,,me-south-1,,,,,,AmazonCloudFront,Amazon CloudFront,2RU96X5GXXQ62U7Q,,,,,,Data Origin,Other,,CloudFront to Origin,,ME-DataTransfer-Out-OBytes,,,,,,2RU96X5GXXQ62U7Q.JRTCKXETXF.6YS6EN2CT7,165482683320,USD,0.0000053722,0.0600000000,OnDemand,GB,,,,,,,,,,21100991767,,,,,,,,,,,,,,,
